;id;;TipoEmpresa;;Empresa;;pais;
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';54cfcff9-db3f-3b0d-be97-438dfbe302c0;',';Consulting;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';8327ec22-ad12-cd30-c238-438dfb0571e1;',';Distribution;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';afc2a69b-8290-5e45-403f-438dfbb1b556;',';Distribution;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';d5753872-c4a2-ab13-81c2-438dfbae0c3a;',';Supply;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';1c670ba7-7180-c746-7a2e-438dfb331ea2;',';Supply;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';52c17774-4f45-6c9b-31b1-438dfb100ff3;',';Supply;',';Machinery;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';78c4ec52-4f79-ce55-3a17-438dfb858894;',';Distribution;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';ad155aa3-a8e4-85f8-3f49-438dfb1b1044;',';Manufacturing;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';db14c64c-910d-69f7-4363-438dfb060df3;',';Supply;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';e0b30a6a-2d97-08a9-b773-438dfb91ae00;',';Consulting;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';44499ff2-512d-c664-957c-438dfbce7e97;',';Supply;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';73f7b9c1-cae3-d662-c9aa-438dfb346e05;',';Consulting;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';a15828e0-e941-7e5e-6f3f-438dfb062b99;',';Manufacturing;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';d6531f8e-d33a-e2e4-7955-438dfb4d05f0;',';Distribution;',';Construction;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';7ade03c1-f61f-b9f9-aa17-438dfb9a7bab;',';Distribution;',';Transportation;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';356ecfc0-140f-77b6-2121-438dfbc3c55d;',';Supply;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';5d13a786-5be5-de7f-dd0c-438dfbf14353;',';Distribution;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';82d95c21-6a10-9582-5b3d-438dfbf0a156;',';Consulting;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';c0f35cdd-896f-1ffe-f8f0-438dfb2e3c96;',';Supply;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';137e9f95-f313-8360-f71c-438dfb599270;',';Consulting;',';Communications;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';548525fc-1d16-2812-5072-438dfbaafd50;',';Consulting;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';7a3171f6-d717-19aa-5933-438dfbda3f5d;',';Manufacturing;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';a818e283-96a4-aa8c-37d5-438dfb366d30;',';Supply;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';cd8af16b-58ec-668e-e936-438dfb0fdf00;',';Supply;',';Electronics;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';ffe80125-9dcf-c8d9-f1a0-438dfbc2a96a;',';Manufacturing;',';Construction;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';48da9622-e1a0-fbf9-fd6e-438dfb5e0199;',';Consulting;',';Telecommunications;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';6ea42746-6034-fd93-ae2b-438dfb7d7116;',';Supply;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';9460b401-d542-7d9e-8055-438dfbe5fc59;',';Manufacturing;',';Electronics;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';bb03cc1d-1a07-9134-d717-438dfb09a7da;',';Distribution;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';e0f0dce7-0249-715a-aa3a-438dfbb404f3;',';Consulting;',';Telecommunications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';12b61455-359d-ef18-61dc-438dfbc36256;',';Manufacturing;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';38e21953-c4b9-e613-7092-438dfbd0c194;',';Consulting;',';Construction;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';60684d96-aa4c-400a-3f4a-438dfbba21ee;',';Consulting;',';Electronics;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';86803808-fbc6-9eb8-e332-438dfbc84e4d;',';Consulting;',';Engineering;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';ad550398-ed33-33b0-506e-438dfba55edc;',';Supply;',';Telecommunications;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';d2f41bc7-cf41-86c8-a468-438dfbebc670;',';Manufacturing;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';6dbd0bad-3095-cceb-6509-438dfbcbadc8;',';Manufacturing;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';30074748-1f3c-ffca-1f92-438dfbcdf41b;',';Manufacturing;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';57cab759-6c7e-8167-0136-438dfb48df83;',';Consulting;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';7f5e48b7-8871-f3e9-716b-438dfb8e9e06;',';Distribution;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';a4f68013-8e21-9e4d-982d-438dfb76cef9;',';Supply;',';Electronics;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';cc8c4b85-7a41-ee9c-5ae8-438dfb628795;',';Distribution;',';Machinery;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';f3562fb8-e19d-3c2f-fd04-438dfb709397;',';Supply;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';27473bd7-d8cf-18f8-b2a9-438dfb78c444;',';Consulting;',';Electronics;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';4f0dc9e4-5602-a885-ae9f-438dfb9fb925;',';Supply;',';Telecommunications;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';778c9cdd-ed31-1220-9535-438dfb496070;',';Consulting;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';9f58bfc7-c032-ea8c-7741-438dfbe5ff07;',';Distribution;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';c6c2c945-7272-8204-87b6-438dfb21706e;',';Consulting;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';ec3a8159-35a1-1e25-873d-438dfbd93199;',';Consulting;',';Telecommunications;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';1f2fea14-abc1-3aec-e784-438dfbc6c413;',';Consulting;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';46b00b5a-2979-a81d-21df-438dfb0ce21a;',';Consulting;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';71de7f65-fbfc-1247-48be-438dfbda2ea9;',';Consulting;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';98399ae4-48ae-3a6e-a6b8-438dfbfc3d10;',';Manufacturing;',';Electronics;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';c3a340bf-1fb0-bf23-45b4-438dfbb2bf1b;',';Manufacturing;',';Construction;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';e92944ca-2169-831d-2241-438dfbe14f3f;',';Supply;',';Electronics;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';1cd83a84-d536-65ee-1375-438dfb2acfab;',';Distribution;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';4a646280-fdc3-79e8-9a02-438dfbaa84e7;',';Distribution;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';705ef7a4-43a2-08a0-db33-438dfb3485bf;',';Manufacturing;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';96149ed6-290f-78d3-3cf6-438dfb61ae08;',';Consulting;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';bded92e7-965b-d779-89ec-438dfb22fbcf;',';Distribution;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';e84468c7-d9e4-070d-54f8-438dfb7ff11f;',';Distribution;',';Telecommunications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';2148f18f-2408-a1cc-ebc2-438dfb9238fa;',';Distribution;',';Electronics;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';46efaf6b-79d7-7108-b557-438dfb599391;',';Manufacturing;',';Telecommunications;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';70f9bcc1-a6cd-16ca-6188-438dfbfe26e2;',';Consulting;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';970db1ca-bbc5-1bed-58bc-438dfbc02ed0;',';Supply;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';bf504165-a219-0727-b299-438dfbe18890;',';Distribution;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';ed7e2b76-7300-b676-c21c-438dfb5370f0;',';Manufacturing;',';Electronics;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';1ee0a704-d3ac-255b-e28a-438dfb6778bf;',';Supply;',';Transportation;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';4f5a2e60-a328-2863-508c-438dfbf96b08;',';Manufacturing;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';74ea30bd-bfd6-50c7-f602-438dfbb9b15b;',';Consulting;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';9db6a39c-455b-fadf-14fc-438dfbc0db37;',';Distribution;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';c3079592-c5b0-337e-fb81-438dfb1f4d67;',';Consulting;',';Machinery;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';ec2865f0-7fd3-5787-0dd7-438dfb089a43;',';Supply;',';Electronics;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';1f0b26f0-8865-637a-d591-438dfb700fb6;',';Distribution;',';Engineering;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';4e6a1409-2212-5aed-c99a-438dfbc0fb95;',';Distribution;',';Communications;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';7c317fbb-51fd-244f-8ff5-438dfbda1e29;',';Supply;',';Machinery;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';a1c6dd10-a511-f5a4-587a-438dfbdf1f11;',';Supply;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';c71a05f0-4fb4-6db9-4c75-438dfbe2017c;',';Supply;',';Construction;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';f042e492-e8d1-80fc-4ec4-438dfbd0ae07;',';Supply;',';Electronics;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';2563e2bf-1a07-5db9-d427-438dfbc75f46;',';Manufacturing;',';Machinery;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';50f7b948-3a23-e5b5-1e66-438dfb163203;',';Distribution;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';76982213-4d75-c8e7-b5ca-438dfb2db90c;',';Supply;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';a7309360-0640-95cc-2e64-438dfb01fb7d;',';Supply;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';e1df2c79-f019-b562-ec1f-438dfb43bacd;',';Manufacturing;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';1dd34cd8-e05b-bba4-9f20-438dfb753fea;',';Consulting;',';Transportation;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';50d94809-19f5-1791-2a4f-438dfb6fe4b3;',';Consulting;',';Telecommunications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';8c588605-d9c6-92bf-0f2a-438dfbca1c6e;',';Consulting;',';Communications;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';cd68ff34-a6d3-4cea-0c89-438dfb0002b9;',';Distribution;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';14fd4f32-ae52-11da-ea20-438dfb1a3b6f;',';Distribution;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';45680339-ff5e-a956-fa01-438dfb131b0c;',';Supply;',';Transportation;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';789c02cf-28d5-d394-dac6-438dfb023cce;',';Supply;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';a95b68c7-137b-66ca-1967-438dfbbf8f6a;',';Supply;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';d9601cf0-443a-526d-c1af-438dfb6e61f2;',';Distribution;',';Transportation;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';282c22f3-be7c-9755-4791-438dfbf88660;',';Manufacturing;',';Machinery;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';5b21281d-97c7-e2c9-e9bc-438dfb5d341e;',';Supply;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';91dfc12a-3ad7-1830-ec75-438dfbd5a084;',';Consulting;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';c1d693f0-0e67-c6e7-1b94-438dfb1fb102;',';Supply;',';Engineering;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';f1d85360-594a-7da8-d4d5-438dfb1d0846;',';Consulting;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';3b4f6477-a81d-c6ed-1cac-438dfb238ccf;',';Manufacturing;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';6e233c2a-56ac-7b5b-7651-438dfb8fcb9e;',';Distribution;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';ac75ac3d-99ba-4688-6ab1-438dfbcae3c6;',';Distribution;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';f154f522-1cdd-fdd4-ef3d-438dfb9d46f1;',';Supply;',';Engineering;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';3bc87d3b-43cb-efdf-efd1-438dfbcb8a22;',';Distribution;',';Communications;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';6ee7d92a-216a-95bc-3cbb-438dfb280b1c;',';Consulting;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';a63a0010-23ef-efac-92d7-438dfb61e338;',';Supply;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';dd602b0b-cf10-4d7b-a6dc-438dfb4b4355;',';Consulting;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';2129c10e-0acb-645f-11b5-438dfb42e470;',';Consulting;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';54f75fe1-4a08-d273-3e6c-438dfbebf9b1;',';Manufacturing;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';8c9213bf-2128-c0bb-fd39-438dfb6b788b;',';Supply;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';c41cc4a0-ff49-fd83-b6d0-438dfbeffe1c;',';Supply;',';Electronics;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';f6870d09-d6c5-0cde-9d5c-438dfb898ff7;',';Manufacturing;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';51850727-7a19-5744-1bc2-438dfbc55957;',';Consulting;',';Telecommunications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';89f05f1d-00d1-f9ad-ed10-438dfbfa7346;',';Supply;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';c2ca1db8-72b2-aab3-1671-438dfb5b7b18;',';Manufacturing;',';Electronics;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';f2d60744-2eaf-0fad-53fc-438dfb112702;',';Distribution;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';376bf639-52df-9ade-ba53-438dfba662ea;',';Consulting;',';Telecommunications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';7ad7b724-722c-afde-9e26-438dfb765b79;',';Manufacturing;',';Machinery;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';ab3f11d0-c24f-2a9c-84d1-438dfb1185e4;',';Consulting;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';db69fc79-b660-0433-6cd8-438dfb76b979;',';Consulting;',';Electronics;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';1fde64a0-ec9f-2527-1ea6-438dfb8a5d08;',';Consulting;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';6c7b6081-0197-c017-49df-438dfb374396;',';Supply;',';Telecommunications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';9d57fdf9-bb75-7a8e-43a4-438dfb49fa3f;',';Manufacturing;',';Engineering;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';dadf62da-b669-bdae-9db7-438dfbf0a9cf;',';Manufacturing;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';1f8456e5-21d4-6023-8d8b-438dfb7d19c8;',';Manufacturing;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';525a01b5-ce2d-6203-5892-438dfb7d2dcd;',';Consulting;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';8d1a8e12-42ae-5f8b-99ed-438dfbfefb98;',';Distribution;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';be84eeb2-3179-bc9f-19bb-438dfba25b6b;',';Supply;',';Electronics;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';efbc0b52-f58c-a29d-5701-438dfb69e717;',';Distribution;',';Machinery;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';491bb8cb-9fa3-e979-3d0e-438dfb23148f;',';Supply;',';Construction;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';98e876e2-cf6d-9fcc-6d59-438dfb12781a;',';Consulting;',';Electronics;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';c9f9a26d-7f8a-ada3-5257-438dfbcd245e;',';Supply;',';Telecommunications;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';5e3b05ab-1491-e073-63e8-438dfb5de624;',';Consulting;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';4969f1d8-0c9d-788f-62f6-438dfb89a07c;',';Distribution;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';85d65ddd-8632-09d9-f47f-438dfb6f4e9c;',';Consulting;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';c031e40c-7c5d-6e0b-1185-438dfb943437;',';Consulting;',';Telecommunications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';fd9f0714-4cc5-16de-882f-438dfbb90a2d;',';Consulting;',';Transportation;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';58469e50-1f41-538f-1887-438dfbf47114;',';Consulting;',';Transportation;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';88a915af-39ff-75b6-8493-438dfb8c230c;',';Consulting;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';cd6049bd-74fc-b5d1-5eb3-438dfbd81e96;',';Manufacturing;',';Electronics;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';1e347806-aeec-67b7-cab2-438dfb351dff;',';Manufacturing;',';Construction;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';4e66e474-6dde-7f87-b0d7-438dfb216074;',';Supply;',';Electronics;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';9626413b-867f-30ae-432f-438dfbf756c4;',';Distribution;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';c64c35eb-a23d-9f87-b108-438dfb9c6d90;',';Distribution;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';246c06f3-95cd-ae33-9d0c-438dfb0edc32;',';Manufacturing;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';60a548ab-9be6-abaf-60b7-438dfb019948;',';Consulting;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';a68c98c0-4ad9-f9d5-763e-438dfb7b0059;',';Distribution;',';Engineering;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';e1980070-bbae-c220-1f68-438dfb8a1752;',';Distribution;',';Telecommunications;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';2895b03d-cb51-0cd3-9430-438dfb1b06da;',';Distribution;',';Electronics;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';66d00a03-e597-5517-a003-438dfb44736f;',';Manufacturing;',';Telecommunications;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';a2776c86-3e80-10f5-2de4-438dfb23244f;',';Consulting;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';e9530c09-f5de-20b4-af8d-438dfb19709c;',';Supply;',';Communications;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';3be5af30-4e43-3bb3-ea0e-438dfb1db842;',';Distribution;',';Construction;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';7a40535d-16bc-7148-7e8e-438dfbd13045;',';Manufacturing;',';Electronics;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';c1dfef1c-954e-f743-4420-438dfbf77140;',';Supply;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';f204b148-7344-8404-effe-438dfbd36480;',';Manufacturing;',';Transportation;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';39b65b2c-1c46-a998-60d5-438dfbbf9075;',';Consulting;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';8464a7b2-7bd4-225d-f11c-438dfb5e239a;',';Distribution;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';c0c97998-e5de-2fc8-e002-438dfb6708a1;',';Consulting;',';Machinery;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';f0d414d6-6382-fbfc-3b0b-438dfbb822cd;',';Supply;',';Electronics;',';USA;"');"
